DateTime (UTC),Transaction Hash,ContractAddress,label
2026-05-22 20:18:32,0xe75efcfede4f2642c990952f1344739ba381b1411529c87112c98cfb034a4e64,0xb9d1cfb2cf328c620579642a2cf5b427594588b7,Unclassified deployment from deployer wallet
2026-05-23 06:42:09,0xd6c6bdde43bf1a3308ca79442b0d7f17f595c21776e6e5c4b54d349a4a531d3a,0xefd26afa3a3f91ef371b22a596a3502e7745212c,Unclassified deployment from deployer wallet
2026-05-23 06:59:21,0xcf2a9309ea07a687d6fbcf0bb70c2a3cf0f2dae299f28cbd70b5a33a6f916b4e,0x357e8574e6046411717946485fd7edbed0066150,Unclassified deployment from deployer wallet
2026-05-23 19:10:39,0xb78da512776e82173ea375e90537bd06f36087e8bd5a10fd8ff34af450045559,0xf07ee15d24478e9e1768b65e69cbe98530331776,Unclassified deployment from deployer wallet
2026-05-23 19:11:31,0x768b8401b9dcaa91bd497879ba15ac79020dc7bd7204d1bccb6638da2db714e9,0x538ce3aa6b6e3b600e470ea09e8a82684e06fd1b,Unclassified deployment from deployer wallet
2026-05-23 19:33:13,0xc00a65f0737bd9f6ebb94331429ab04ef5d2d67ae0ec873434bcdab2b0722211,0xe09a5991ea220833969ace3930e4a3bad1e217f2,Unclassified deployment from deployer wallet
2026-05-23 19:34:57,0x06e0765f3a1323e261d6d30b1d647e677e4ed941f399361ea065025f6e51980e,0x05ca5a39a9405f65c4627b6dd31fba2dccd33a29,Unclassified deployment from deployer wallet
2026-05-24 18:39:12,0x80bff4504f17dc45d0f30c27190db3f614ce3d2f6f8ac728ad1bc294e36896d1,0x63a55bd2c7e7d473a8dd74c1e568fb415ba38a76,Unclassified deployment from deployer wallet
2026-05-24 18:40:41,0x93779aa670a08aba3fd0ce56f394f77375a909a672f2587ca98e592237373e3a,0xbf06aa27bd4b327ec0b36dcd3d2aa1e72bcac9e8,Unclassified deployment from deployer wallet
2026-05-24 19:23:53,0x98090a9bdccb0b518a8a007dce363aa340c9e04957506e0b5d8e7d5953b789d7,0xa7d0c092c2391379046cacdc56bebde5a0cbd113,Unclassified deployment from deployer wallet
2026-05-25 19:11:58,0xca0cb23600e3127e10be0305756811c69ae58356e28138af70f6e711df39f3f6,0xfbc9cddad41367b092636373f3aae35750ac55bf,Unclassified deployment from deployer wallet
2026-05-25 19:26:40,0x61215197841539ddc8a5f886ad871e2b01736f801e53cc27a72805680c8724a4,0xdc5a21f349315d8024e3a66639bbcdc586843679,Unclassified deployment from deployer wallet
2026-05-25 19:31:34,0xd07af0d0f8fd848111987bcb42c5094ff5e945e1faf6c640cae7e554027a91b5,0x1daf4d6867a85506c020ad1f13cce517f3cb62cc,Unclassified deployment from deployer wallet
2026-05-26 06:00:41,0x7438eb4deeb4d87ee88fef5ca1454c39e80a562e8975202c3ab0cf9b0d53a481,0x556fceb6d1ab85f7bf588843d93da960d6028093,Unclassified deployment from deployer wallet
2026-05-26 06:08:15,0x5f13928530aebe5c02aa6cd1851449a201729d323e86ae62e08579bd99891fa0,0xd1669d878bdc7739e15fe06cdafa373745fd6a1f,Unclassified deployment from deployer wallet
2026-05-26 06:10:19,0xb4a1624aab5bda65d1a1a1c00897d5c8912713cfdfa1e15eae176fc13bcb8085,0x769d02aaec96967d9d075eb9e79caf95e84385ab,Unclassified deployment from deployer wallet
2026-05-26 19:52:18,0xf94c3c6af862a786e948f97f14c79528a97827174c5a75b88d46f52ad29389aa,0xb43cc57d4a67f3995211f0f5d630e34ba60123b8,Unclassified deployment from deployer wallet
2026-05-26 19:53:37,0xeeb3b6c7cb7756e71a202c7ac1bee6178978f0ee1be17c065d14eb69d0946196,0x7dfb64cb3602fff5bc810e9a36ca9f74472cb2fb,Unclassified deployment from deployer wallet
2026-05-27 20:38:33,0x20bc871110f709d5ce232060532e9ecb30a55a43f599b12b730871999efee268,0x43de58067f46217263a36848f948dc4d3cacc49f,Unclassified deployment from deployer wallet
2026-05-27 20:39:41,0x5cd80a5592ab46b3612318d4efcd7e9e4ea7df0addffc1f89c3b7b66e57cf23c,0xafba253828f8b6e5f5783fa74fd21e10cd0ef3f3,Unclassified deployment from deployer wallet
2026-05-27 21:00:55,0xcefab4f5d9ea079719267a73a4c28eb18a604a0385d989f8fd403a658a3c1e61,0x63066b0dd3a0e52212b934f7602056082c187e4b,Unclassified deployment from deployer wallet
2026-05-27 21:01:53,0x4e6ee0a025b8bea5d141b87e22a10433e4ed1158c85dd0b287934521cc2d7420,0x1496ac5a6c3125e063df225a118bb7f7430475de,Unclassified deployment from deployer wallet
2026-05-28 07:39:49,0xea36079a6910a3a52f84c658b325d63bb5d302e83f83873d3299606d547892da,0xe4fd8127ad01c2691c8955cb240d2062d1731020,Unclassified deployment from deployer wallet
2026-05-28 09:54:36,0x8cc88583c52e0cbdd77d854c85fc10ad538e82720ba250c0ee5b6c8d2c803f1f,0xab7cfc38f65b79a4c7bd92810c70e78eaf2670ac,Unclassified deployment from deployer wallet
2026-05-28 20:34:29,0x5863f20277dd4e9d8b1614a27ce8a623ecb5f793792230af6a504f2b555f97ba,0x6cabeb549db04e82d79045f348b32418bd99b726,Unclassified deployment from deployer wallet
2026-05-28 20:53:46,0x79201c75917515f70b3ec64e399a8d71bddf94f90ecb9572309dc0d98a5c6526,0x232bd1c5fd0917df766eedb713ca47bba9e44bc5,Unclassified deployment from deployer wallet
2026-06-04 08:52:42,0xcb688e7e21793f40fd51c21ed17e729e9f84db7778af8dc7c06efd803871eefe,0xcaf66c6f4f168625e732032b88e903b39cc8ecde,Unclassified deployment from deployer wallet
2026-06-04 08:54:24,0x06a443dd4e9d6db93128204e12d89260f31487e550621fefd020acd6f5849437,0x52419b9977f50918eb98558f39bb40abafb4ed2a,Unclassified deployment from deployer wallet
2026-06-05 23:50:34,0x668563f36596d3f50b07a009524c78d61ea566c46b00a726acfce3132222ad9b,0x286292f67a6ac9a6ea1c894cf64f6dd8cdd76436,Unclassified deployment from deployer wallet
2026-06-05 23:51:55,0xbf9a2f04a3b718313a072ff15e4a7cc2e21ceb703ba124a4791fe5172106f7fd,0x4d4bc3d4039b6a9fcd9a9d0c2cff655a52bb4516,Unclassified deployment from deployer wallet
2026-06-07 01:20:15,0xdb8b75b6c9b62ded50d0069c9d662d7ad3c2b4800746241ce1e9b56f4658d43e,0x84ac5be86e2102496949862f59aceb5d7dc3df77,Unclassified deployment from deployer wallet
2026-06-07 01:22:01,0xec6c19a1e79c16ea589ae729bc9f92a60f5e69d0153aa1e689687a6944352f85,0xefbb3f8f873282a5d6789e6ae11409b43fc18910,Unclassified deployment from deployer wallet
2026-06-07 02:23:42,0xb8ed88e7d3d1e39f81767cbaebfed4f14b1c3c0ab927da591f023c6ed2a97486,0x0b018e45e4cb71e222c345a5341bdbaee519c623,Treasury Module V1 (known final module)
2026-06-07 02:25:03,0x5d0b727e5fa852c052a6ad541b97ba9552b93be4c41c7813e6bf027efbe6d53f,0x499b32e9e5a8b9865a9d69480d590252a56fa78f,Governance V12 (known old)
2026-06-16 08:22:48,0x83f241f7c3d3442d9a4a1d56c38d3354fb1803a5bb3bae05c6e22c547a143db7,0x833242e933c675846d8f8982048feca95b8e435a,LABRV V7
2026-06-23 08:01:55,0xbe8c2a8cc7f9322a36b9a6a1726d7f830531b601941f17324bffe1b995bc10fe,0xd1cd6c0b6f1f709a52908b40c07d3c54649e323c,Registration V4
2026-06-24 03:02:19,0x7eafc77c8e5a0e5f2d2c6f83f2cd1fd4e104f963dca1c0325e2b93d563c9d876,0xe57ba76aed1b7b4142e3dfabd6cf3e94970b86ea,Exchange candidate (sent DAO deposit / buy tests)
2026-06-24 06:45:32,0x6817331673fa3d178b78c9a7d4499a36a28913728767c870ffce5c2bb9a84cb8,0x10f2798ef055950b897af4b3a8ae90de34f6c56c,Governance/Executor candidate (execute permission granted Jun 24)
2026-06-24 20:15:38,0xabd669c27e4bc94471241d433432e8c66375d258a0a6fa5413772d2aef0fbc6e,0x8238105d31f6bb26897d8ab270a0a521fef03e8c,Governance/Executor candidate (execute permission granted Jun 24)
2026-06-25 09:08:01,0xa5d1b14cd13c6aeaf7408878e4dddde141908dab12e27022ee565f5d207025fc,0x4cf18cb39203b678f5c26f2338a10a79f9684749,Exchange candidate (sent DAO deposit)
